,file_ids,start_times,stop_times,texts,labels
4723,Ses03M_impro03_F004,29.9675,34.1700,[LAUGHTER] Guess who just got hitched?,exc
4724,Ses03M_impro03_F005,35.5900,41.3575,Shut up. Oh my God.  Really? Just like that?  You just asked the question and what...how did you ask?,exc
4725,Ses03M_impro03_F006,41.3825,47.1559,This guy. Yeah.  Can you believe it? She said yes too. Yeah.  She said yes.,exc
4726,Ses03M_impro03_F007,47.2875,49.4858,Okay we were at Chuck E. Cheese.,xxx
4727,Ses03M_impro03_F008,56.2058,58.8630,"Chuck E. Cheese?  Ah, man that is so lame.",xxx
4728,Ses03M_impro03_F009,59.5725,64.0950,Are you serious [GARBAGE] man?,xxx
4729,Ses03M_impro03_F010,64.9400,70.2428,Get the big pizza--and I put it in the pizza and she ate so [GARBAGE],exc
4730,Ses03M_impro03_F011,70.8012,72.2069,Oh like that one movie.  What's that one movie I just saw? No.  Where she like swallows the...,xxx
4731,Ses03M_impro03_F012,81.5456,86.9756,American Pie? Ah.,hap
4732,Ses03M_impro03_F013,87.0333,88.9203,"oh, I don't remember.  Everybody Says I Love You with Drew Barrymore...no you haven't seen it?  Okay.",xxx
4733,Ses03M_impro03_F014,89.1050,92.6173,"Yeah.  It sounds like a chick flick. Anyways so, she gets the ring and she goes,",xxx
4734,Ses03M_impro03_F015,92.8676,95.6211,Yeah.  Well...,neu
4735,Ses03M_impro03_F016,96.5950,106.0767,"Barry what's this?  And I go, I don't know.  She goes--",hap
4736,Ses03M_impro03_F017,112.7967,115.3962,She calls you Barry?,hap
4737,Ses03M_impro03_F018,115.4540,119.5553,That's my name.,neu
4738,Ses03M_impro03_F019,121.1750,124.6300,"Oh, okay.  Well I call you Joe cause you're middle name Joseph.",xxx
4739,Ses03M_impro03_F020,129.1150,132.7400,"Barry Joe, B.J. [LAUGHTER] Oh you dirty, dirty girl. you're so dirty.",xxx
4740,Ses03M_impro03_F021,134.5551,138.1400,[LAUGHTER] So nasty. No you... dirty me?,hap
4741,Ses03M_impro03_F022,140.4664,142.8155,Okay.,hap
4742,Ses03M_impro03_F023,145.4342,153.7332,"Ah...Anyways, so she took the ring and she goes, is this real?  So I was like, of course--",exc
4743,Ses03M_impro03_F024,153.7525,157.7825,Sara and I--,exc
4744,Ses03M_impro03_F025,164.6702,166.7882,She actually asked if it was real?  I would've probably asked the same thing considering you were in Chuck E. Cheese.,hap
4745,Ses03M_impro03_F026,166.8267,170.5430,Come on. It was her birthday.,hap
4746,Ses03M_impro03_F027,172.3145,174.6251,Because of Chuck E. Cheese?,hap
4747,Ses03M_impro03_F028,177.9947,180.0650,"Oh, man. How old are you? Five?",sur
4748,Ses03M_impro03_F029,181.2000,183.3925,She wanted...she always wants something spontaneous.,sur
4749,Ses03M_impro03_F030,184.3138,191.7622,"Yeah.  That's, you know, okay.",sur
4750,Ses03M_impro03_F031,191.7622,197.5580,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",xxx
4751,Ses03M_impro03_F032,197.8275,201.3512,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",xxx
4752,Ses03M_impro03_F033,202.1985,204.8025,So Okay then and.,hap
4753,Ses03M_impro03_F034,205.3756,208.6489,"I got all the character animals to do a conga line,",xxx
4754,Ses03M_impro03_F035,208.6489,212.7700,"dim down the lights and uh, I got on one of the tables pulled her up.",xxx
4755,Ses03M_impro03_F036,213.7950,217.9375,You had the mouse?,neu
4756,Ses03M_impro03_F037,218.0262,220.4331,Isn't it a rat?  It's a rat.  Chuck E. Cheese?,xxx
4757,Ses03M_impro03_F038,221.8425,224.2503,Yeah.,xxx
4758,Ses03M_impro03_F039,226.0364,231.7551,"Chucky...I don't know.  I don't know. Anyways, I pull her up and I go, I go Sarah",xxx
4759,Ses03M_impro03_F040,238.0125,243.9437,Okay. [LAUGHTER],xxx
4760,Ses03M_impro03_F041,246.6175,250.5650,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",xxx
4761,Ses03M_impro03_F042,254.3029,260.5801,Oh my God.,xxx
4762,Ses03M_impro03_M000,0.4621,3.0025,"Okay, that is really cheesy Joe.",exc
4763,Ses03M_impro03_M001,4.0436,7.3747,"And I go, I want to spend the rest of my life with you.",exc
4764,Ses03M_impro03_M002,7.5288,14.0755,Oh that's kind of sweet.,exc
4765,Ses03M_impro03_M003,14.1525,21.7776,And I love you baby.  And I want you to marry me.,exc
4766,Ses03M_impro03_M004,23.4975,27.2268,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand.",exc
4767,Ses03M_impro03_M005,28.4206,35.8916,"You marry me. I man I Jane, you Tarzan.",xxx
4768,Ses03M_impro03_M006,37.5283,40.8402,"No. Well that's what I said, spur of the moment--and she goes, she goes,",xxx
4769,Ses03M_impro03_M007,45.7500,52.7925,sure.  And that was it.,xxx
4770,Ses03M_impro03_M008,52.9100,58.3046,She said sure?,xxx
4771,Ses03M_impro03_M009,58.3600,60.1425,Sure?  Who says sure?  You say yes...I don't like--,xxx
4772,Ses03M_impro03_M010,63.6550,71.4500,"Yeah, she goes--",xxx
4773,Ses03M_impro03_M011,71.6292,79.4853,Cause she was a little confused at first but then she said yes.,exc
4774,Ses03M_impro03_M012,79.5700,82.0655,How long have you guys been going out?,hap
4775,Ses03M_impro03_M013,86.2875,89.7868,About two and a half weeks.,exc
4776,Ses03M_impro03_M014,90.0757,94.3118,What?,hap
4777,Ses03M_impro03_M015,94.5043,100.2616,Two and ...  We love each other. Yeah.,hap
4778,Ses03M_impro03_M016,103.4965,106.2307,What?,hap
4779,Ses03M_impro03_M017,106.2307,109.6004,Okay.  I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,hap
4780,Ses03M_impro03_M018,109.6004,115.3577,"You got to meet her, she's wonderful.",hap
4781,Ses03M_impro03_M019,115.4050,117.8650,"No, no, no.  You don't get married in two and a half weeks.  It doesn't work that way.  You don't even have sex----in two and a half weeks.",hap
4782,Ses03M_impro03_M020,119.4205,127.3325,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great.  She has so much life and energy and stuff.,hap
4783,Ses03M_impro03_M021,127.4150,136.4228,What? Oh my god.,hap
4784,Ses03M_impro03_M022,136.6731,141.3521,She must be hot.,xxx
4785,Ses03M_impro03_M023,141.5832,146.2430,"Yeah, that's it.  She's hot and you are- getting married.",xxx
4786,Ses03M_impro03_M024,153.1425,160.3450,"Yeah, she is good-looking.",xxx
4787,Ses03M_impro03_M025,160.7036,165.7300,I cannot believe you.  Why do you want to get married?  You're a boy.  You're a little boy.,xxx
4788,Ses03M_impro03_M026,166.0758,168.0398,I'm twenty eight years old.,xxx
4789,Ses03M_impro03_M027,169.7728,174.2015,You still act like a boy.  And men take a lot longer to grow----I will tell you.,xxx
4790,Ses03M_impro03_M028,174.3362,178.6301,Well that's why I'm dating someone who's just eighteen years old. Jesus. I think she's ready to have kids already.,neu
4791,Ses03M_impro03_M029,179.4389,184.8303,Oh man.,hap
4792,Ses03M_impro03_M030,190.3950,193.3989,What?  Eighteen?,hap
4793,Ses03M_impro03_M031,194.5349,204.9520,I'm so excited.  It's going to be great.,hap
4794,Ses03M_impro03_M032,206.3191,208.5912,I can't believe you.  I can't believe it.  Well I'm going to be there.  I'll be at that wedding but I'll be in the back.,hap
4795,Ses03M_impro03_M033,212.3150,214.4833,She just...she just...we're in a good position too.  She just got promoted to assistant manager at Jack In The Box,neu
4796,Ses03M_impro03_M034,216.0044,223.1096,-and so... yeah.,xxx
4797,Ses03M_impro03_M035,223.2829,226.7082,Wow. Very promising.  Yeah.  Very promising future and what are you doing?,exc
4798,Ses03M_impro03_M036,230.0029,237.0888,I'm still working at my parents' restaurant. Busing tables.,xxx
4799,Ses03M_impro03_M037,237.1650,240.0150,Alright. Yeah.  Have a kid.  Make a beautiful life.,xxx
4800,Ses03M_impro03_M038,243.1157,248.5775,Oh that's great. My mom said we can move in with her again if we run out of money.,neu
4801,Ses03M_impro03_M039,249.9128,255.0346,"You, You are too much, I can't handle it.",hap
4802,Ses03M_impro03_M040,255.2849,261.6584,I'm so happy.,xxx
4803,Ses03M_impro04_F000,6.3200,8.5200,What's going on man?  What's wrong?,xxx
4804,Ses03M_impro04_F001,13.8500,17.3375,I'm just so tired all the time.,neu
4805,Ses03M_impro04_F002,19.8900,24.6600,"Well have you been trying to get a job, look for a job or...?",fru
4806,Ses03M_impro04_F003,29.6500,31.3600,I've been looking for like eight months.,neu
4807,Ses03M_impro04_F004,33.4400,35.7200,I know.  It- It's really tough out there.  It's really hard to find a job.,neu
4808,Ses03M_impro04_F005,38.6500,43.0800,"I'm tired of the same excuses.  No, no you're not qualified enough, wish you had more education.",sur
4809,Ses03M_impro04_F006,57.0200,67.5900,Well what are you looking for?  I mean--,xxx
4810,Ses03M_impro04_F007,74.0600,75.6500,Last time someone told me I was too qualified.,sad
4811,Ses03M_impro04_F008,81.5400,82.7900,"Well, okay. Well that's--",sad
4812,Ses03M_impro04_F009,84.5500,88.4000,Cause I went to Harvard.,xxx
4813,Ses03M_impro04_F010,91.2600,93.4500,"Well, that's what?  For what job?  Who...what jobs are you looking for?",exc
4814,Ses03M_impro04_F011,96.3300,100.2200,I applied as restaurant manager at P.F. Chang.  I applied at----Macy's store manager. Tried to get investment banking job with Deloitte and Touche.  I'm trying everywhere.,xxx
4815,Ses03M_impro04_F012,117.7900,119.7500,"Yeah.  Well it seems to me, you know, you just got to keep going out there, you know, pushing through.  You got a Harvard degree.  I mean, you can get a job anywhere.",xxx
4816,Ses03M_impro04_F013,120.0400,128.4900,You know what?  I've been working at temp jobs for the past six months.  You know how degrading it is?,xxx
4817,Ses03M_impro04_F014,129.0200,131.8000,Yeah.,neu
4818,Ses03M_impro04_F015,133.6000,136.9575,To be a receptionist?  Oh I spent forty thousand dollar a year for my college degree and I'm a receptionist.  God.,neu
4819,Ses03M_impro04_F016,148.4000,153.2400,Yeah.,xxx
4820,Ses03M_impro04_F017,157.6100,162.2700,I'm smarter than half the people I work for.,xxx
4821,Ses03M_impro04_F018,165.0300,172.1300,"Well, what do you...what would ideally like to do, you know?",xxx
4822,Ses03M_impro04_F019,177.7100,180.5200,I don't know astronaut?  I don't know something crazy like that.,xxx
4823,Ses03M_impro04_F020,181.4900,183.6100,Well what'd you major in?,xxx
4824,Ses03M_impro04_F021,190.1400,193.7400,Biomedical Engineering.,xxx
4825,Ses03M_impro04_F022,196.5700,199.9075,"You-You can't be working as a restaurant manager, I mean, come on.",xxx
4826,Ses03M_impro04_F023,205.5900,212.1100,"I don't want to do engineering though.  It's so...I had the internship what, last summer,",neu
4827,Ses03M_impro04_F024,212.5500,215.0300,"and I was pulling my hair out and it was like, oh my God.  So I just had to finish the major so now they're like, why are you an engineering major, and why are you working, trying to work at a restaurant.  And it's like I don't know just give me the damn job.",fru
4828,Ses03M_impro04_F025,215.3400,221.3000,Look I'm sorry-,neu
4829,Ses03M_impro04_F026,221.5400,227.5000,Why all these questions?,sur
4830,Ses03M_impro04_F027,231.2600,241.9400,"You know if you need any help finding a place I can, I can talk to my work you know I work at that law firm downtown and I can ask if they're looking for anybody.",xxx
4831,Ses03M_impro04_F028,248.8300,256.3000,Oh yeah?  What kind of jobs they got?,fru
4832,Ses03M_impro04_F029,265.8400,268.8800,I am...just like a law clerk.,neu
4833,Ses03M_impro04_F030,270.7300,273.8100,I don't want to be a law clerk.,neu
4834,Ses03M_impro04_F031,277.5000,279.9900,"Well, I'm moving up.  I mean it could be...",neu
4835,Ses03M_impro04_F032,285.4700,287.8400,"To be a lawyer?  You go to law school now?  God this is, all these dead ends.",neu
4836,Ses03M_impro04_M000,8.1300,11.2900,And plus my car is breaking down-,sad
4837,Ses03M_impro04_M001,16.9100,20.4300,-they're evicting me from my apartment.,fru
4838,Ses03M_impro04_M002,24.0100,30.0745,"Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to--",fru
4839,Ses03M_impro04_M003,30.4600,33.7800,Yeah.  I know.  You'd think I would be able to be C.E.O. of a company right?,xxx
4840,Ses03M_impro04_M004,34.5700,36.3100,"Just, you got to hang in there.  Can you ask your parents for help or anybody?",ang
4841,Ses03M_impro04_M005,43.2300,57.0300,"No.  I'm not going to...yeah, they'd laugh in my face.",fru
4842,Ses03M_impro04_M006,65.9500,74.6200,"Just for a little bit, you know?  Cause I-I guarantee you're going to find something.  When you find something it's just going to be huge and you're going to get money.",fru
4843,Ses03M_impro04_M007,75.6800,82.0700,No. I got a sixteen hundred on my S.A.T..,xxx
4844,Ses03M_impro04_M008,82.1100,85.0500,Something-- How are you going...?,ang
4845,Ses03M_impro04_M009,88.3600,92.1400,I'm freaking----typing sixty words a minute.,fru
4846,Ses03M_impro04_M010,93.6800,96.4100,How many words a minute?,fru
4847,Ses03M_impro04_M011,99.3000,105.3400,"Sixty words.  Sixty words a minute.  Hey how are you doing Mr. Smith?  Oh, you know, it's just like God, I just want to shoot you Mr. Smith.",fru
4848,Ses03M_impro04_M012,105.3575,116.2900,Sixty words a minute.  That's a min...a word per min uh second.,fru
4849,Ses03M_impro04_M013,117.7700,119.9900,Yeah.  It's alright.  But--,fru
4850,Ses03M_impro04_M014,127.5700,129.4900,You could be an amazing receptionist.,neu
4851,Ses03M_impro04_M015,131.9100,134.0000,I'm not cut to be a receptionist.,dis
4852,Ses03M_impro04_M016,136.6475,142.7300,No.,fru
4853,Ses03M_impro04_M017,142.7650,146.0300,"Oh yeah.  I will be a full time receptionist.  Harvard degree, sixteen hundred on my S.A.T.--",fru
4854,Ses03M_impro04_M018,146.0525,148.7425,"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",fru
4855,Ses03M_impro04_M019,152.7400,157.4800,--you know? Head of the Science Club.,xxx
4856,Ses03M_impro04_M020,161.3800,165.0700,"That's what I've been doing, temporary things",fru
4857,Ses03M_impro04_M021,170.6000,174.5200,Oh I know.  But--,fru
4858,Ses03M_impro04_M022,177.7400,181.8400,"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",fru
4859,Ses03M_impro04_M023,183.1200,190.5500,Maybe I'll just kill myself.,fru
4860,Ses03M_impro04_M024,193.5200,196.4800,What?  You can't...what?  Now come on.  Stop it.  Don't be talking like that.,neu
4861,Ses03M_impro04_M025,196.6600,198.7700,I was just joking...,fru
4862,Ses03M_impro04_M026,199.7500,201.2700,I don't know.,sad
4863,Ses03M_impro04_M027,201.5200,205.9000,"My, what I would do was just, you know, what about can you call Harvard and see...don't they have connections?  Don't they have like career center and you can find some stuff that's going on?",fru
4864,Ses03M_impro04_M028,206.4975,209.7700,Yeah.  I--they said Brian you're too smart.  You don't need us.,fru
4865,Ses03M_impro04_M029,211.2400,214.0800,Go out and take over the world by yourself and I'm like what?,fru
4866,Ses03M_impro04_M030,220.3800,221.9175,Well obviously it's not working.  Just cause you got sixteen hundred on your S.A.T. doesn't guarantee you a job.  I mean it should really but--,sad
4867,Ses03M_impro04_M031,225.4000,227.0600,"I don't know.  I don't know.  I know I'm just going to have to keep on looking, keep on searching-",sad
4868,Ses03M_impro04_M032,227.6800,230.3700,"and I'm never going to find anything probably but I'll just keep working hard at it-- Yeah. Okay.  Positive, I'm going to do good, find that job.",xxx
4869,Ses03M_impro04_M033,241.6200,246.4800,You got to be positive man.  You got to try to just--,fru
4870,Ses03M_impro04_M034,246.5050,249.7000,But you got to be real about it.  You have to...,fru
4871,Ses03M_impro04_M035,255.7700,262.5700,Yeah.  I got eighteen hundred on my S.A.T..,fru
4872,Ses03M_impro04_M036,263.3000,271.5700,Sixteen hundred.,fru
4873,Ses03M_impro04_M037,274.6000,277.7800,Same difference.,fru
4874,Ses03M_impro04_M038,279.8800,282.2100,Twenty-one hundred on my S.A.T..,neu
4875,Ses03M_impro04_M039,282.8400,285.5800,Twenty-one hundred?,xxx
4876,Ses03M_impro04_M040,287.8100,292.9000,But I'm doomed.  Yeah I got so good I was over twenty one hundred.  Now what am I doing?,fru
4877,Ses03M_impro04_M041,292.9900,298.5500,"Like, wow you're really smart we're going to give you an extra [GARBAGE].",hap
4878,Ses03M_impro05a_F000,5.7300,7.5300,Can I help you sir?,neu
4879,Ses03M_impro05a_F001,11.2200,14.5900,Yes you can help me.  Where is my luggage?,neu
4880,Ses03M_impro05a_F002,17.3200,22.2000,"Well, let me just check on that for you.  Where are you coming--?",neu
4881,Ses03M_impro05a_F003,24.0900,27.7600,Yeah.  You do that.  I'm coming from Baltimore.  You know where that is?,fru
