,Unnamed: 0,file_ids,start_times,stop_times,texts,labels
3950,3950,Ses03F_impro07_M004,19.8052,21.951,"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",neu
4693,4693,Ses03M_impro02_M012,83.7292,86.9924,maybe get some vacation-- --once it quiets down there.,sad
8872,8872,Ses05F_script03_2_F015,107.35,111.38,"Well, if you hadn't been so nosey and suspicious, you never would have heard about it.",xxx
6664,6664,Ses04F_script03_1_F006,32.88,34.92,"We'll be alright, darling.  Whatever happens, aren't we?",exc
6867,6867,Ses04M_impro02_F003,34.19,39.2,You're just fine with this?,xxx
8583,8583,Ses05F_script01_2_M016,142.38,146.35,I can't help it!,ang
8394,8394,Ses05F_impro07_M032,164.35,170.8,yeah.,exc
926,926,Ses01M_impro02_F000,8.0737,11.47,"Hey, Joy come in here.",neu
6114,6114,Ses04F_impro07_F057,285.89,291.06,I know.  We should have a party.,xxx
15,15,Ses01F_impro01_F015,103.97,106.71,I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.,fru
143,143,Ses01F_impro04_F023,148.55,152.85,A resume?,fru
2363,2363,Ses02F_script01_3_M011,111.96,114.49,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",xxx
129,129,Ses01F_impro04_F009,58.71,60.0937,He's like a manager for a theatre.,neu
1161,1161,Ses01M_impro06_F012,112.615,113.9775,You've been taking care of it all?,neu
5843,5843,Ses04F_impro03_F030,150.66,154.28,Yeah.  I'll help plan.,xxx
6100,6100,Ses04F_impro07_F043,210.61,213.02,okay.  Well I'm not going to be undecided forever. [LAUGHTER],xxx
8457,8457,Ses05F_impro08_M024,187.71,188.84,You're welcome,sur
5018,5018,Ses03M_impro07_F013,88.99,97,No.  It's like it's harder than getting into Harvard.,hap
8138,8138,Ses05F_impro04_M016,185.01,191.18,"yah, to-totally, and I'm not--",neu
1876,1876,Ses02F_impro02_F008,114.93,126.1305,"Well, we can do the best we can and-and, with um, you know like wireless internet these days--I think that we could-- Talk every once in awhile.",sad
2488,2488,Ses02F_script02_2_F031,281.5765,286.6,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",sad
9691,9691,Ses05M_script01_3_M042,432.4,435.15,Annie I am going to make you a fortune.,hap
7383,7383,Ses04M_script01_1_M032,251.69,253.48,"Yes.  I like getting an hour a day.  If I have to grub for money all day long, at least at evening, I want it beautiful.",neu
1182,1182,Ses01M_impro06_M004,36.11,40,Lock,sad
7416,7416,Ses04M_script01_2_F020,129.99,131.89,How do you know why she waited?,sad
5350,5350,Ses03M_script01_3_M014,132.4379,135.7091,"No, nothing, nothing like that.",xxx
1170,1170,Ses01M_impro06_F021,184.26,186.2647,What?,neu
2182,2182,Ses02F_impro08_M008,107.6198,109.3063,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess.  You know--",neu
3371,3371,Ses02M_script02_1_M035,235,240.12,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",exc
8183,8183,Ses05F_impro05_F017,135.97,142.29,"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",fru
1859,1859,Ses02F_impro01_M016,141.989,143.5245,"No, but you come--you come to the D.M.V., it's something-- You should've- You should've figured--",xxx
4838,4838,Ses03M_impro04_M002,24.01,30.0745,"Well it doesn't make any sense though.  Like, with a Harvard degree you should be able to--",fru
4797,4797,Ses03M_impro03_M035,223.2829,226.7082,Wow. Very promising.  Yeah.  Very promising future and what are you doing?,exc
5274,5274,Ses03M_script01_2_F011,85.2775,91.8282,What's going on here Joe?,sad
6476,6476,Ses04F_script01_3_M031,214.7831,224.9508,And then I came home and it was amazing.,sad
4842,4842,Ses03M_impro04_M006,65.95,74.62,"Just for a little bit, you know?  Cause I-I guarantee you're going to find something.  When you find something it's just going to be huge and you're going to get money.",fru
9258,9258,Ses05M_impro06_M007,75.58,81.51,"And now I don't have that person anymore, you know.  And it's -- -- it's just, you.",sad
5594,5594,Ses03M_script03_1_M014,85.78,92.06,"I don't care what you do, you see?  As long, no I don't care what you do, see?",xxx
3121,3121,Ses02M_script01_1_F000,5.23,8.71,"What's he going to say, maybe we ought to tell him before he sees it.",xxx
387,387,Ses01F_script01_1_M000,11.9892,15.1219,"You're a considerate fellow, there's nothing wrong in that.",neu
7750,7750,Ses04M_script03_2_F045,278.33,279.09,"The woman's job is to allure the man.  Watch me a minute, will you?",ang
1032,1032,Ses01M_impro04_F005,63.33,66.63,What do you mean?,neu
7817,7817,Ses05F_impro01_F002,22.85,26.9,"Okay, I'm sorry, but I just stood in this line for an hour.  can I Is there any way I can-",fru
9945,9945,Ses05M_script03_2_M006,38.24,39.89,"I'm sure you had a riotous time, no restrain at all, very enjoyable.  You never had much anyway.",xxx
931,931,Ses01M_impro02_F005,42.495,45.82,First thing tomorrow morning.,fru
4019,4019,Ses03F_impro08_M007,56.8557,58.79,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great.",ang
691,691,Ses01F_script02_2_M033,316.85,319.875,"You know, actually now that you mention it, no I don't.",neu
5273,5273,Ses03M_script01_2_F010,79.4197,84.5877,"Well, so what?",sad
7966,7966,Ses05F_impro03_F021,93.16,95.47,"I know, right. What'd we say, when we were thirty nine?",xxx
829,829,Ses01F_script03_2_M009,67.06,74.01,I think I am not in the least bit drunk.,fru
3498,3498,Ses02M_script03_1_F023,169.9475,176.6757,Don't laugh at me. I'm serious.,hap
2081,2081,Ses02F_impro07_F009,48.37,52.63,"Wow, that's...",exc
9426,9426,Ses05M_script01_1_F001,10.95,16.96,He saw it.,sad
44,44,Ses01F_impro02_F014,139.03,146.43,I'm just trying to think of another way.  I'm just trying to...,sad
3939,3939,Ses03F_impro07_F029,157.7525,161.56,"Yeah, why not.",exc
7197,7197,Ses04M_impro07_F034,240.83,241.94,"Exactly. It's more like twenty five. Twenty five, half an hour,",xxx
7142,7142,Ses04M_impro06_M000,17.02,19.1226,"I mean, we can be grateful for that.",sad
4319,4319,Ses03F_script02_1_M026,197.0075,201.495,I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,xxx
2965,2965,Ses02M_impro06_F013,186.3551,188.9257,"out to- out to dinner you know and do the troops to California, I mean.",sad
3969,3969,Ses03F_impro07_M023,126.2319,127.907,"Oh, I don't think so. Hmm-mm. No.",neu
1187,1187,Ses01M_impro06_M009,79.2956,82.6661,"so many things, you know?",sad
284,284,Ses01F_impro06_F026,266.55,275.31,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",sad
8859,8859,Ses05F_script03_2_F002,20.04,23.71,I knew nothing of the sort.  You accepted presents from him.,xxx
4159,4159,Ses03F_script01_2_F012,77.8075,82.4175,She's not Larry's girl. She knows that.,xxx
3092,3092,Ses02M_impro08_M003,37.923,48.3927,I mean I still have my card.,neu
4565,4565,Ses03F_script03_2_M023,157.8075,162.2025,"Well, I suppose the people downstairs then.",xxx
4323,4323,Ses03F_script02_1_M030,235.0053,237.2725,"No, for God's sakes, we've never seen the grunions. We're not going to see them.",sur
5478,5478,Ses03M_script02_2_F027,253.1456,254.8314,"God, you don't understand anything.",fru
8026,8026,Ses05F_impro03_M020,88.84,90.38,Sorry.,exc
3364,3364,Ses02M_script02_1_M028,180.46,190.41,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",exc
7599,7599,Ses04M_script02_2_M002,15.2,19.09,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",fru
3195,3195,Ses02M_script01_1_M032,252.62,254.49,Must you be inspired?,xxx
5112,5112,Ses03M_impro08a_M020,185.9851,190.8753,"I work out of my home as a realtor and because I don't have a land line, I need a phone and because of now I don't have one I don't know what to do.  And you're not helping me at all.",neu
969,969,Ses01M_impro02_M021,163.8,167.56,I'm scared.,sad
3734,3734,Ses03F_impro03_F004,52.1844,57.3954,Is it-,exc
925,925,Ses01M_impro01_M033,158.63,163.6625,Sit back down.,fru
9482,9482,Ses05M_script01_1_M018,152.67,154.77,Because it is.,fru
6422,6422,Ses04F_script01_3_F008,48.54,52.07,Well.,xxx
9391,9391,Ses05M_impro08_F024,191.86,193.87,Uh huh.,xxx
2851,2851,Ses02M_impro04_F000,5.1157,6.9185,"Uhm, I don't know",neu
5155,5155,Ses03M_impro08b_M010,113.68,122.84,I want the best freaking camera phone there is though.  I want the really good kind--,neu
6110,6110,Ses04F_impro07_F053,273.23,276.76,Yeah. But now we don't have to.,xxx
8851,8851,Ses05F_script03_1_M028,204.58,211.55,[LAUGHTER] I shall never forget his face.,exc
7775,7775,Ses04M_script03_2_M017,89.84,93.89,I think I mentioned once before that I've only had three minute liquor glasses of brandy this whole evening.  That's hardly enough to get a child of two drunk.,fru
4471,4471,Ses03F_script03_1_M005,24.415,26.6375,"Well, that's serious enough.",neu
9243,9243,Ses05M_impro06_F003,33.17,34.88,"My friend, Shotty, passed away.",sad
4348,4348,Ses03F_script02_2_F010,97.7559,100.1798,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",xxx
7868,7868,Ses05F_impro02_F004,28.8,31.1014,I'm sorry.  It's just a lot ahh to explain. ahh I got a call--,sad
3626,3626,Ses02M_script03_2_M044,241.6531,243.4983,Shut up.,ang
1789,1789,Ses01M_script03_2_M014,103.3845,111.61,You always had a weak head.,xxx
8279,8279,Ses05F_impro06_F013,108.76,111.93,It's the think,sad
2059,2059,Ses02F_impro06_M007,59.12,68.5,"Yeah, exactly.  He's made a big impact on a lot of people. and",neu
4013,4013,Ses03F_impro08_M001,10.75,14.73,"Okay, I need more than this.  Are you going to give me a little bit more?",xxx
1902,1902,Ses02F_impro03_F007,52.93,61.8184,"He proposed.  He proposed.  Well, and I said yes, of course. [LAUGHTER]",xxx
6743,6743,Ses04F_script03_2_F017,97.4,99.04,"Oh, dear.  I'm bored with this conversation.",fru
9179,9179,Ses05M_impro04_M026,186.92,189.25,It's that simple.,fru
75,75,Ses01F_impro03_F007,35.6349,40.1,Chuck. [LAUGHTER],xxx
2345,2345,Ses02F_script01_3_F023,206.99,208.41,And he's gone forever.  You're sure?,sad
5459,5459,Ses03M_script02_2_F008,70.355,73.0125,Are we talking about the same thing?,fru
430,430,Ses01F_script01_1_M043,415.92,420.4807,I can see that.,fru
5020,5020,Ses03M_impro07_F015,104.82,107.33,What does that mean?,xxx
4682,4682,Ses03M_impro02_M001,18.5048,20.6139,You could.  You really could.  You could-- --get into another line of work.  I could start working after Anna's born?,sad
9384,9384,Ses05M_impro08_F017,128.8,134.4,yeah.,neu
1553,1553,Ses01M_script02_2_F008,65.69,68.7785,It certainly is not.  It's like slightly exaggerated scientific fact.,fru
240,240,Ses01F_impro05_M018,100.55,103.68,With the amount of--,xxx
783,783,Ses01F_script03_2_F004,37.5,43.15,I knew nothing of the sort.  You took presents from him.,neu
3066,3066,Ses02M_impro08_F008,69.5168,73.9495,"I- I'll give you a little hint, next time if it asks if you're on a rotary phone you know, just stay on the line instead of - instead of hitting one or two to say if you're like on a touch tone",neu
977,977,Ses01M_impro03_F003,16.19,17.7425,[BREATHING],exc
2941,2941,Ses02M_impro05_M018,148.04,153.3268,The airline can't afford to give you everything that is in that suitcase. and so-,ang
8612,8612,Ses05F_script01_3_M000,8.3326,12.4188,Every day since.,hap
4901,4901,Ses03M_impro05a_F023,134.62,139.06,No.  I'm just going to check--,neu
1620,1620,Ses01M_script02_2_M027,274.91,277.72,I know me neither.,neu
2146,2146,Ses02F_impro08_F000,5.072,9.3683,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?",neu
1801,1801,Ses01M_script03_2_M026,205.08,209,This is no time a year for Tunis.,ang
2095,2095,Ses02F_impro07_F023,144.76,146.45,Wow. That's cool.,exc
6045,6045,Ses04F_impro06_M003,100.43,102.08,Yeah.,sad
6908,6908,Ses04M_impro02_M012,103.39,106.47,When do you leave?,fru
1357,1357,Ses01M_script01_1_M035,369.3,380.49,"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",ang
8028,8028,Ses05F_impro03_M022,94.83,95.97,There's still time for that.,xxx
6021,6021,Ses04F_impro05_M015,142.1,145.81,The best that we can do for you is give you-,fru
8354,8354,Ses05F_impro07_F032,149.5,152.36,awesome.,exc
9509,9509,Ses05M_script01_1b_F004,35.98,38.59,When?,xxx
8161,8161,Ses05F_impro04_M039,368.64,380.56,Thank you.,neu
9855,9855,Ses05M_script03_1_F028,223.87,230.55,uh- the- Being flippant brings out the acid in their damned beauty and light.,xxx
5418,5418,Ses03M_script02_1_M012,94.9553,98.7812,I don't know.  I just don't.,xxx
1609,1609,Ses01M_script02_2_M016,140.3043,143.4071,I want something to turn out the way that it's supposed to.,fru
3096,3096,Ses02M_impro08_M007,78.1955,82.6714,"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave-",neu
5507,5507,Ses03M_script02_2_M006,54.6979,67.182,Do you want to get married again? What? What?  Do you want a divorce? A vacation? What?  A carpet?  A poodle?  A basket of fruit?  What?  A suicide pact?  What the hell do you want Carla?,fru
2415,2415,Ses02F_script02_1_M003,19.22,20.31,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home.,exc
2017,2017,Ses02F_impro05_M002,29.42,35.95,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us.  So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do.  So do you want--do you want the reimbursement?",neu
9328,9328,Ses05M_impro07_M009,27.91,33.12,"Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?",hap
4125,4125,Ses03F_script01_1_M032,276.3542,279.3101,I've been a sucker too long. I'm through with it.,fru
9787,9787,Ses05M_script02_2_M001,9.29,11.52,"What, you want me to blow in your ear?",exc
3246,3246,Ses02M_script01_3_F000,6.2437,9.9782,You're the only one I know who loves his parents.,xxx
124,124,Ses01F_impro04_F004,40.23,41.95,No.  There's regular jobs on there.,xxx
8045,8045,Ses05F_impro03_M039,169.52,180.66,"I don't want a house, I mean just-",exc
5617,5617,Ses03M_script03_1_M037,258.73,260.98,And much sillier too.,xxx
7428,7428,Ses04M_script01_2_M011,73.36,76.36,Calm yourself.,fru
9143,9143,Ses05M_impro04_F029,211.04,213.33,"Yeah, but I'm -- okay, well how about personality wise?  I mean, people who know me won't hire me.  Why?",neu
3341,3341,Ses02M_script02_1_M005,28.39,34,Right.,exc
598,598,Ses01F_script02_1_M033,236.5,238.77,"Look there, see?  What's that?  No, that's - that's just seaweed.",neu
2123,2123,Ses02F_impro07_M013,74.5199,78.25,"I know, I get to be one of those now--I'll like walk around and be like a U.S.C..  You know what I mean.",xxx
7063,7063,Ses04M_impro05_F030,226.52,229.04,We'll cover fifty.,fru
6243,6243,Ses04F_impro08_F019,209.25,212.3346,"Yeah.  I did and they're like you've got to take it up with corporate, and I'm like well fine.  I'll have your ass by the end of the day and so now I'm trying to do that.",fru
7017,7017,Ses04M_impro04_M008,82.2472,90.87,It's my fault 'cause you didn't do what I told you to?,fru
9647,9647,Ses05M_script01_3_F026,424.58,430.91,Everyday since.,xxx
2197,2197,Ses02F_script01_1_F003,24.59,27.79,He was out here when it broke.,xxx
4051,4051,Ses03F_script01_1_F012,96.8622,99.6265,What was he doing out there at that time? He was dreaming about him again. He's walking around at night again.,fru
6025,6025,Ses04F_impro05_M019,166.6,169.38,"I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this.",fru
3362,3362,Ses02M_script02_1_M026,168.174,171.55,I don't get it. The first time we came here you said it was the best night of your life.,exc
6820,6820,Ses04M_impro01_F003,44.32,52.27,"that she gave to me earlier. And she said oh, I gave you the wrong one by accident.  So I was hoping I could just fill out a new one, give it to you and sort of skip this whole line business.",fru
